event_id,event_timestamp,unidad_negocio,tipo_evento,tipo_movimiento,insumo,categoria,cantidad,unidad_medida,origen,destino,sucursal,created_at
1af6985d-036e-4818-883d-ad50d329bda6,2026-01-03T22:07:32.905244,insumos,insumo_movement,COMPRA,Soja RR,Semilla,23748,bolsas,Importador Regional,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.576266
a45f9026-7b57-497a-bcca-0be621b88136,2026-01-04T03:30:24.131558,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,4029,bolsas,Trenque Lauquen,Productor Lopez,Trenque Lauquen,2026-01-07T23:12:08.576295
44d2fd88-3f86-4e3a-b8e5-858b80a85274,2026-01-02T06:31:49.707230,insumos,insumo_movement,TRANSFERENCIA,Glifosato,Agroquímico,6330,lt,Pergamino,9 de Julio,9 de Julio,2026-01-07T23:12:08.576317
6aa64b5e-2dfa-4ec3-ac34-1be9f1ba5c62,2026-01-02T18:56:17.506021,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,6138,lt,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.576336
6bd45869-417e-4a3d-9f97-06e8a65601d0,2026-01-01T01:33:31.423218,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,4946,kg,Trenque Lauquen,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.576356
83e99edd-80de-40d0-bd19-be8e0d21e1c4,2026-01-03T02:13:10.580844,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,24650,lt,Fabricante Directo,Pergamino,Pergamino,2026-01-07T23:12:08.576375
909d9413-452c-4928-b49d-64433e8334a8,2026-01-04T17:52:22.958804,insumos,insumo_movement,VENTA,Urea,Fertilizante,1344,kg,Santa Rosa,Productor Alvarez,Santa Rosa,2026-01-07T23:12:08.576403
07c8f8c0-67b4-43d9-8fd5-18187751f2d7,2026-01-06T02:15:42.289315,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,2041,bolsas,Bahía Blanca,Productor Romero,Bahía Blanca,2026-01-07T23:12:08.576432
f60259fa-711c-4063-a943-f61a048745aa,2026-01-06T08:28:41.024136,insumos,insumo_movement,VENTA,Urea,Fertilizante,4335,kg,Santa Rosa,Productor Escobar,Santa Rosa,2026-01-07T23:12:08.576460
3c09e7d9-ed00-4dc9-8d85-a86a5c673278,2026-01-03T03:52:44.865602,insumos,insumo_movement,CONSUMO,Glifosato,Agroquímico,2333,lt,Pergamino,Ganadería,Pergamino,2026-01-07T23:12:08.576481
3c8a0997-c4ee-4c7a-bedb-e9f188db8ba6,2026-01-06T18:07:09.880363,insumos,insumo_movement,TRANSFERENCIA,"2,4-D",Agroquímico,5152,lt,Pergamino,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.576505
e333788e-c5da-49ae-9a05-d242a42ec37f,2026-01-01T21:53:38.617461,insumos,insumo_movement,COMPRA,Urea,Fertilizante,2911,kg,Importador Regional,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.576525
f496f67c-2158-41e0-a302-7c31d6cafeba,2026-01-02T11:57:53.724277,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,1597,bolsas,Bahía Blanca,Ganadería,Bahía Blanca,2026-01-07T23:12:08.576544
6c00b9d1-9dcd-4507-b3de-10a642bfd30e,2026-01-04T17:59:18.990467,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,1539,lt,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.576563
a27cce3b-9ffa-4a07-84dd-ae2d5ccb74d7,2026-01-04T13:03:10.892576,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,24950,lt,Proveedor Nacional,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.576582
f5e11eb3-d3ef-4aa4-af96-56f3eb038e92,2026-01-07T01:10:37.165900,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,3793,bolsas,9 de Julio,Productor Soria,9 de Julio,2026-01-07T23:12:08.576617
40657485-3e79-42b6-82ca-012423892f60,2026-01-02T13:06:57.539548,insumos,insumo_movement,TRANSFERENCIA,"2,4-D",Agroquímico,7782,lt,Pergamino,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.576639
eb777a43-1b85-4bae-9298-7c6ebdd7984b,2026-01-02T10:48:47.759859,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,10439,lt,Importador Regional,9 de Julio,9 de Julio,2026-01-07T23:12:08.576659
6326d20a-791e-46db-94ad-6c1f48aaab80,2026-01-01T03:54:32.282346,insumos,insumo_movement,VENTA,MAP,Fertilizante,4549,kg,Bahía Blanca,Productor Franco,Bahía Blanca,2026-01-07T23:12:08.576688
4fb59840-b4aa-439b-aeea-28e413a84141,2026-01-04T21:52:36.863358,insumos,insumo_movement,TRANSFERENCIA,"2,4-D",Agroquímico,6689,lt,9 de Julio,Pergamino,Pergamino,2026-01-07T23:12:08.576709
accdeefb-c5ea-4a60-87e2-e962e87aa660,2026-01-07T04:03:18.231919,insumos,insumo_movement,TRANSFERENCIA,Maíz híbrido,Semilla,5211,bolsas,Trenque Lauquen,Pergamino,Pergamino,2026-01-07T23:12:08.576729
fa4d7161-6186-4cf9-ba9b-b688bd4cfacc,2026-01-01T06:42:16.481166,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,2089,lt,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.576748
53bf192a-f7fb-4d25-a8a3-1b5aa8802778,2026-01-07T17:16:51.486036,insumos,insumo_movement,COMPRA,Urea,Fertilizante,11163,kg,Proveedor Nacional,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.576767
b3c9caf0-4311-4ef5-9d22-dee9840db582,2026-01-04T12:12:33.892167,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,5916,bolsas,Trenque Lauquen,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.576787
c2803704-8339-41a8-a9d3-8b42cbcd99c6,2026-01-04T13:46:49.912313,insumos,insumo_movement,CONSUMO,Glifosato,Agroquímico,2961,lt,Bahía Blanca,Ganadería,Bahía Blanca,2026-01-07T23:12:08.576806
fc86e340-9431-4e74-96ae-6a8bcda356c3,2026-01-04T22:11:55.953245,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,1626,bolsas,Santa Rosa,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.576825
5b541087-ec05-4c54-86d2-150a0957fb65,2026-01-01T01:20:00.799908,insumos,insumo_movement,CONSUMO,Urea,Fertilizante,2951,kg,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.576844
9c245eff-b995-4601-bb94-38aa4d661a3b,2026-01-03T12:35:01.937199,insumos,insumo_movement,CONSUMO,MAP,Fertilizante,2725,kg,Bahía Blanca,Ganadería,Bahía Blanca,2026-01-07T23:12:08.576863
4c4e4e91-6f17-4d77-8278-324f5bec3bfa,2026-01-01T14:01:43.176365,insumos,insumo_movement,COMPRA,Soja RR,Semilla,6697,bolsas,Importador Regional,9 de Julio,9 de Julio,2026-01-07T23:12:08.576886
f705c370-1304-4131-87ae-a217182240a2,2026-01-01T15:23:03.283855,insumos,insumo_movement,VENTA,Urea,Fertilizante,3411,kg,Santa Rosa,Productor Lopez,Santa Rosa,2026-01-07T23:12:08.576916
6c4e3eb5-0939-4e2f-91a5-1da59f4d7f8e,2026-01-01T18:03:31.874848,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,3357,kg,Trenque Lauquen,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.576937
372e2b3d-afcc-46c7-bccd-53701bf71262,2026-01-05T04:20:33.527177,insumos,insumo_movement,COMPRA,MAP,Fertilizante,3163,kg,Importador Regional,9 de Julio,9 de Julio,2026-01-07T23:12:08.576957
173aa5d2-2006-4b70-9d9e-c69af5c6ea80,2026-01-07T12:30:02.241597,insumos,insumo_movement,CONSUMO,Glifosato,Agroquímico,1230,lt,Pergamino,Ganadería,Pergamino,2026-01-07T23:12:08.576975
6411cad3-da00-42ff-b56b-258b4123d437,2026-01-07T03:38:12.846379,insumos,insumo_movement,COMPRA,Maíz híbrido,Semilla,23380,bolsas,Importador Regional,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.576994
3333361a-03cc-45f8-8c12-a3ed7cdfa7c2,2026-01-05T04:49:16.306676,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,2643,lt,Proveedor Nacional,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.577013
29e22a02-e913-4877-a695-e17b1b0e62c2,2026-01-05T06:40:04.140753,insumos,insumo_movement,TRANSFERENCIA,Glifosato,Agroquímico,2924,lt,Bahía Blanca,9 de Julio,9 de Julio,2026-01-07T23:12:08.577032
cb658073-45d7-4d44-9625-bc39890235b0,2026-01-07T02:48:02.930004,insumos,insumo_movement,CONSUMO,Glifosato,Agroquímico,1712,lt,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.577050
356eeea7-19b4-451b-b933-75fc6184495f,2026-01-04T21:41:58.478917,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,2930,lt,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.577069
6e0fdff7-d0cd-444d-8245-ec91a66a974d,2026-01-05T02:31:40.709441,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,2106,bolsas,Pergamino,Productor Ponce,Pergamino,2026-01-07T23:12:08.577097
0b10e0b5-56d8-4d36-917a-5d823a7d1bec,2026-01-07T00:07:05.432432,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,9953,lt,Fabricante Directo,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.577121
a5e5a3c0-cd9c-4b9e-8b9a-d49462e623a8,2026-01-04T09:40:14.456831,insumos,insumo_movement,VENTA,Urea,Fertilizante,739,kg,Pergamino,Productor Rodriguez,Pergamino,2026-01-07T23:12:08.577151
0162086d-adce-4666-b0b1-fec63ba6c55b,2026-01-02T02:05:39.449580,insumos,insumo_movement,CONSUMO,MAP,Fertilizante,1941,kg,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.577171
1053cf64-ed43-4e5a-944d-194157e59f2a,2026-01-07T20:11:42.606485,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,7727,lt,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.577190
49c9c052-3dc4-4831-9a71-07b47a4fc6ab,2026-01-04T22:09:19.139804,insumos,insumo_movement,VENTA,Urea,Fertilizante,3319,kg,Pergamino,Productor Gonzalez,Pergamino,2026-01-07T23:12:08.577218
f6983267-e730-49bb-8750-65865ec2289c,2026-01-01T08:40:20.593611,insumos,insumo_movement,COMPRA,MAP,Fertilizante,3771,kg,Proveedor Nacional,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.577238
fffca41d-c262-42cb-bc45-3c635abbc990,2026-01-04T07:30:22.304454,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,888,bolsas,9 de Julio,Productor Perez,9 de Julio,2026-01-07T23:12:08.577267
47c2c9ef-3196-43f7-9bbd-f0d270c9f203,2026-01-01T02:02:19.446641,insumos,insumo_movement,CONSUMO,MAP,Fertilizante,2334,kg,Bahía Blanca,Ganadería,Bahía Blanca,2026-01-07T23:12:08.577286
85ff0471-a907-42be-b8e5-5c5601a65533,2026-01-07T02:43:47.799483,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,15410,lt,Fabricante Directo,9 de Julio,9 de Julio,2026-01-07T23:12:08.577305
2cecff5f-32ab-47d8-acd8-8e68df55862b,2026-01-05T21:35:55.111253,insumos,insumo_movement,COMPRA,Urea,Fertilizante,20439,kg,Proveedor Nacional,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.577324
0599042b-e1ec-4787-b116-600c6a859a38,2026-01-07T00:08:22.630621,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,2008,bolsas,Pergamino,Ganadería,Pergamino,2026-01-07T23:12:08.577344
e97acc3f-ed09-4b09-8f68-6ce6b168212b,2026-01-04T04:55:59.840394,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,1043,bolsas,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.577363
6c9cab5c-b373-4505-996f-82a07b24bd8c,2026-01-03T17:41:44.228881,insumos,insumo_movement,COMPRA,Soja RR,Semilla,6151,bolsas,Fabricante Directo,Pergamino,Pergamino,2026-01-07T23:12:08.577382
31bb01d1-3e80-4125-ac24-27f142a11d22,2026-01-01T14:07:37.367135,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,13097,lt,Importador Regional,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.577401
89ef425c-986b-4e08-b4e0-6acbff2fcff0,2026-01-05T14:21:40.165065,insumos,insumo_movement,VENTA,Soja RR,Semilla,385,bolsas,Pergamino,Productor Benitez,Pergamino,2026-01-07T23:12:08.577434
bf3ec565-0e71-4ea4-afc5-193e14b6c9d1,2026-01-03T17:41:57.743310,insumos,insumo_movement,CONSUMO,Soja RR,Semilla,1951,bolsas,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.577455
39ec6236-bef0-44c8-8156-472fa89217c2,2026-01-02T14:40:27.796164,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,3628,kg,Pergamino,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.577475
76d9a759-04cf-41d8-a456-ad9ab65dd478,2026-01-05T00:22:45.064582,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,4184,lt,Fabricante Directo,9 de Julio,9 de Julio,2026-01-07T23:12:08.577495
b6c65a36-249c-4b55-8a70-b59a405aa536,2026-01-06T23:22:07.951751,insumos,insumo_movement,VENTA,Soja RR,Semilla,4517,bolsas,Pergamino,Productor Maldonado,Pergamino,2026-01-07T23:12:08.577523
ec550668-b910-42b6-9e7e-43783d6f86f4,2026-01-01T19:46:59.693284,insumos,insumo_movement,COMPRA,Maíz híbrido,Semilla,23267,bolsas,Importador Regional,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.577543
fe1c5e7f-fa14-4655-8561-0388baca8343,2026-01-04T09:54:35.631435,insumos,insumo_movement,VENTA,Glifosato,Agroquímico,1689,lt,9 de Julio,Productor Franco,9 de Julio,2026-01-07T23:12:08.577570
2be88e94-d3ee-4598-92e0-79e0cc9a7b56,2026-01-01T19:32:09.923301,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,2966,lt,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.577591
a426f793-7504-4699-b6f7-aa0316e51287,2026-01-05T10:48:10.767622,insumos,insumo_movement,COMPRA,Maíz híbrido,Semilla,7390,bolsas,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.577610
7578b63b-f324-4308-bd28-cbd30cb20770,2026-01-02T03:10:18.330112,insumos,insumo_movement,VENTA,MAP,Fertilizante,4432,kg,Santa Rosa,Productor Gonzalez,Santa Rosa,2026-01-07T23:12:08.577642
ed5b730b-b13c-431b-ab63-63960544f3fa,2026-01-01T22:33:12.471088,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,2037,kg,Pergamino,9 de Julio,9 de Julio,2026-01-07T23:12:08.577668
cdc70e20-5a2a-4a6b-b9c6-c2d1ec90709f,2026-01-05T14:05:09.436532,insumos,insumo_movement,COMPRA,Urea,Fertilizante,10590,kg,Proveedor Nacional,9 de Julio,9 de Julio,2026-01-07T23:12:08.577689
afd4678b-0559-4866-9c04-646c3d9edea6,2026-01-03T07:39:45.303557,insumos,insumo_movement,TRANSFERENCIA,"2,4-D",Agroquímico,1590,lt,Santa Rosa,Pergamino,Pergamino,2026-01-07T23:12:08.577710
63b1010e-ca03-4c37-95c1-0cc11dc938c6,2026-01-02T07:52:03.956270,insumos,insumo_movement,COMPRA,Soja RR,Semilla,2512,bolsas,Importador Regional,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.577731
574a956a-2c0b-41ba-9ffd-b1b54bad94a3,2026-01-06T15:06:24.540565,insumos,insumo_movement,TRANSFERENCIA,Urea,Fertilizante,5002,kg,Trenque Lauquen,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.577751
8984ba2a-f786-4f4d-aea6-b091c62cdfdc,2026-01-02T17:20:23.799736,insumos,insumo_movement,TRANSFERENCIA,Urea,Fertilizante,2423,kg,Pergamino,9 de Julio,9 de Julio,2026-01-07T23:12:08.577772
11d375a3-eb19-4825-aa68-9334c1ee89c8,2026-01-04T05:51:51.520118,insumos,insumo_movement,VENTA,MAP,Fertilizante,4816,kg,Pergamino,Productor Sanchez,Pergamino,2026-01-07T23:12:08.577810
7abb64e1-9d60-42c8-a427-a95096b3e1c7,2026-01-02T07:45:27.151028,insumos,insumo_movement,VENTA,"2,4-D",Agroquímico,1806,lt,9 de Julio,Productor Vargas,9 de Julio,2026-01-07T23:12:08.577839
da354880-9c91-4f4a-8802-410f715a7422,2026-01-03T16:38:42.419116,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,6501,kg,Santa Rosa,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.577861
114f21ac-baae-42d0-ada8-141328754374,2026-01-01T21:44:18.150500,insumos,insumo_movement,VENTA,"2,4-D",Agroquímico,3055,lt,Trenque Lauquen,Productor Maldonado,Trenque Lauquen,2026-01-07T23:12:08.577893
d75e7a03-5da8-4282-89ef-15b036e3d311,2026-01-05T02:33:48.601601,insumos,insumo_movement,CONSUMO,Glifosato,Agroquímico,1479,lt,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.577915
2254ab26-2a70-4c53-91bc-f317c4562c92,2026-01-04T13:45:23.049476,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,3518,bolsas,Santa Rosa,Productor Romero,Santa Rosa,2026-01-07T23:12:08.577944
b8ec56a6-fb65-4e7e-993a-75abfa2d8151,2026-01-06T06:21:25.317442,insumos,insumo_movement,CONSUMO,Soja RR,Semilla,1419,bolsas,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.577965
999cb5f0-47b6-4e9c-9578-b5881c33c3bd,2026-01-06T06:12:23.279295,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,11158,lt,Importador Regional,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.577984
f0c26bf4-733c-4ea7-a095-1d7fe573ba63,2026-01-01T19:14:29.252002,insumos,insumo_movement,VENTA,Glifosato,Agroquímico,3277,lt,Bahía Blanca,Productor Castro,Bahía Blanca,2026-01-07T23:12:08.578012
629fd15d-0963-4624-941a-1f25f1caabd0,2026-01-07T13:43:51.040629,insumos,insumo_movement,VENTA,Urea,Fertilizante,363,kg,Pergamino,Productor Sanchez,Pergamino,2026-01-07T23:12:08.578041
ea15917f-4f4f-4c26-be55-88ef37b33eb7,2026-01-07T13:58:42.562082,insumos,insumo_movement,CONSUMO,Urea,Fertilizante,468,kg,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.578061
ffec7b38-2dda-4313-9be4-a7facc003316,2026-01-05T02:35:48.892084,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,1224,lt,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.578080
4ce22a9e-0295-4f64-9e80-d2c66eb97bbd,2026-01-03T03:37:05.638293,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,862,bolsas,Santa Rosa,Pergamino,Pergamino,2026-01-07T23:12:08.578100
d840999b-ef5e-4d39-8440-d94f9ac01b03,2026-01-06T03:25:43.703999,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,1087,bolsas,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.578119
b780df3e-4fe8-4bc9-a697-b43416cbce74,2026-01-03T11:39:40.268589,insumos,insumo_movement,COMPRA,MAP,Fertilizante,12388,kg,Fabricante Directo,Pergamino,Pergamino,2026-01-07T23:12:08.578137
79065cfa-33ae-45b3-9afe-d2b5f1fccd62,2026-01-02T02:40:05.537779,insumos,insumo_movement,VENTA,MAP,Fertilizante,2561,kg,Bahía Blanca,Productor Moyano,Bahía Blanca,2026-01-07T23:12:08.578169
49a08149-4810-4478-8b52-44cd5a2421da,2026-01-02T01:46:53.710417,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,16614,lt,Fabricante Directo,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.578190
bb71bfeb-7883-4772-9bc9-7ef7b1324849,2026-01-05T14:01:54.812883,insumos,insumo_movement,COMPRA,"2,4-D",Agroquímico,4909,lt,Fabricante Directo,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.578211
e83c7788-319a-4e6a-a01b-948985f6c568,2026-01-06T00:49:03.407521,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,21547,lt,Importador Regional,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.578230
81f10266-737f-4a53-a81c-c82aa10a9004,2026-01-02T10:53:58.429889,insumos,insumo_movement,COMPRA,Urea,Fertilizante,6401,kg,Fabricante Directo,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.578253
2401ae33-0578-4205-a872-fac2f1508efb,2026-01-02T04:55:07.023674,insumos,insumo_movement,COMPRA,Soja RR,Semilla,20817,bolsas,Importador Regional,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.578273
b437f928-3e9c-4555-99b8-a2e1049e9ebb,2026-01-06T15:21:50.691139,insumos,insumo_movement,TRANSFERENCIA,Glifosato,Agroquímico,508,lt,Pergamino,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.578292
58fbcd1e-e36f-420f-acb6-a363ff025e56,2026-01-02T11:22:50.590894,insumos,insumo_movement,TRANSFERENCIA,Glifosato,Agroquímico,4004,lt,Pergamino,9 de Julio,9 de Julio,2026-01-07T23:12:08.578312
e3522a87-dc1d-4aae-9638-62e06486617c,2026-01-06T19:24:30.341393,insumos,insumo_movement,CONSUMO,Glifosato,Agroquímico,2108,lt,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.578346
c8f26a00-df01-4358-9b67-568ffeeeb046,2026-01-04T03:53:16.979455,insumos,insumo_movement,VENTA,Urea,Fertilizante,1979,kg,Pergamino,Productor Moyano,Pergamino,2026-01-07T23:12:08.578386
9d378b72-5b3e-4ec8-bc6d-bbff2bf3fddf,2026-01-06T17:21:52.403789,insumos,insumo_movement,TRANSFERENCIA,MAP,Fertilizante,5401,kg,Bahía Blanca,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.578410
7f5e43f5-d378-470b-b04c-2170e8cbbadd,2026-01-06T01:48:23.143279,insumos,insumo_movement,VENTA,Urea,Fertilizante,4927,kg,9 de Julio,Productor Sanchez,9 de Julio,2026-01-07T23:12:08.578446
0debfa95-6982-472d-8798-8cb6a9107bf5,2026-01-07T09:13:31.127170,insumos,insumo_movement,VENTA,Soja RR,Semilla,3799,bolsas,Bahía Blanca,Productor Valdez,Bahía Blanca,2026-01-07T23:12:08.578476
df4cf244-b516-433e-ae0b-620ed9605a1c,2026-01-02T11:27:10.192720,insumos,insumo_movement,VENTA,Glifosato,Agroquímico,552,lt,Bahía Blanca,Productor Navarro,Bahía Blanca,2026-01-07T23:12:08.578506
f055f72f-ecc4-4564-8e94-fb5766eaad83,2026-01-05T09:18:21.650295,insumos,insumo_movement,COMPRA,Glifosato,Agroquímico,10281,lt,Fabricante Directo,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.578527
c2fc6aa8-4731-4a1a-8e99-1fff18446202,2026-01-07T13:18:17.529129,insumos,insumo_movement,VENTA,Urea,Fertilizante,2693,kg,Trenque Lauquen,Productor Mendoza,Trenque Lauquen,2026-01-07T23:12:08.578555
0ba7b9c1-ba55-4720-993d-9dc12e16d81c,2026-01-05T14:09:43.247005,insumos,insumo_movement,TRANSFERENCIA,Urea,Fertilizante,3276,kg,9 de Julio,Trenque Lauquen,Trenque Lauquen,2026-01-07T23:12:08.578576
54e9fac3-760c-441e-a85c-a55c8405200a,2026-01-05T14:24:01.471087,insumos,insumo_movement,COMPRA,Soja RR,Semilla,1944,bolsas,Fabricante Directo,Pergamino,Pergamino,2026-01-07T23:12:08.578595
5b2b79c1-3a92-4140-ba3e-55a61430916f,2026-01-07T13:21:37.550931,insumos,insumo_movement,VENTA,Soja RR,Semilla,4349,bolsas,Bahía Blanca,Productor Lopez,Bahía Blanca,2026-01-07T23:12:08.578622
205d2888-c9d8-41a1-804b-309877fb5693,2026-01-02T14:24:30.701453,insumos,insumo_movement,COMPRA,MAP,Fertilizante,13205,kg,Fabricante Directo,Pergamino,Pergamino,2026-01-07T23:12:08.578643
92ea3134-2fae-4f01-9a35-4cdc668eeac6,2026-01-02T16:40:21.512075,insumos,insumo_movement,COMPRA,Maíz híbrido,Semilla,15315,bolsas,Fabricante Directo,Pergamino,Pergamino,2026-01-07T23:12:08.578662
5a84ea9d-7f9a-48df-8e58-770ca3bd602d,2026-01-06T23:17:30.656006,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,669,bolsas,Bahía Blanca,Ganadería,Bahía Blanca,2026-01-07T23:12:08.578680
8ef25bd1-67d1-4da7-8a73-82c1a183ff3a,2026-01-07T03:47:29.378216,insumos,insumo_movement,VENTA,Maíz híbrido,Semilla,2724,bolsas,Pergamino,Productor Fernandez,Pergamino,2026-01-07T23:12:08.578707
19b3087a-e5ba-43b0-9250-a6c2abe59b8c,2026-01-02T21:29:50.250191,insumos,insumo_movement,COMPRA,MAP,Fertilizante,22963,kg,Proveedor Nacional,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.578733
b17035c5-7b3b-4ebb-b6f5-aab7c89e5640,2026-01-03T16:53:18.858779,insumos,insumo_movement,CONSUMO,Maíz híbrido,Semilla,1896,bolsas,9 de Julio,Ganadería,9 de Julio,2026-01-07T23:12:08.578753
6c6b16b7-5ed1-4cbc-a496-18aad5923e15,2026-01-07T14:13:51.735030,insumos,insumo_movement,CONSUMO,MAP,Fertilizante,1908,kg,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.578771
9b953975-c81d-4785-98ef-9f2177d188b6,2026-01-06T05:30:42.694820,insumos,insumo_movement,TRANSFERENCIA,Soja RR,Semilla,4491,bolsas,Pergamino,Bahía Blanca,Bahía Blanca,2026-01-07T23:12:08.578794
53b59b22-46d2-4363-bf27-c79081d2e000,2026-01-02T21:12:45.127469,insumos,insumo_movement,COMPRA,Urea,Fertilizante,8068,kg,Importador Regional,Santa Rosa,Santa Rosa,2026-01-07T23:12:08.578814
cc054a12-080e-4a02-89d8-8a773d63b667,2026-01-05T12:41:21.309482,insumos,insumo_movement,CONSUMO,Soja RR,Semilla,413,bolsas,Santa Rosa,Ganadería,Santa Rosa,2026-01-07T23:12:08.578833
f5ff115d-faae-4206-89d6-bc50d8174bf1,2026-01-03T02:52:34.981414,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,1327,lt,Pergamino,Ganadería,Pergamino,2026-01-07T23:12:08.578850
eef3d14e-2415-4f18-b53b-8ec0bccc7bf9,2026-01-04T02:25:42.843891,insumos,insumo_movement,CONSUMO,"2,4-D",Agroquímico,2572,lt,Trenque Lauquen,Ganadería,Trenque Lauquen,2026-01-07T23:12:08.578868
99fcf43b-3367-4e27-91d9-004a8ba19dc5,2026-01-03T21:43:04.543164,insumos,insumo_movement,VENTA,Urea,Fertilizante,2182,kg,Santa Rosa,Productor Castillo,Santa Rosa,2026-01-07T23:12:08.578895
