event_id,lote_id,event_timestamp,unidad_negocio,tipo_evento,evento,campo,cultivo,superficie_ha,rinde_qq_ha,created_at
cf089e6b-0482-4d7b-8b6f-be163c806e4e,69af1b92-29ca-4866-b34f-4898be3f289e,2026-03-07T17:03:15.745859,siembras,siembra_event,PULVERIZACION,Campo Toledo,Soja,139,,2026-01-07T20:26:47.877775
a1bc6879-5a14-4c6e-a2bf-0106f652a636,69af1b92-29ca-4866-b34f-4898be3f289e,2026-05-06T17:03:15.745859,siembras,siembra_event,COSECHA,Campo Toledo,Soja,139,33.0,2026-01-07T20:26:47.877780
f83fd8aa-42fc-44d9-b8f1-d72a0af26165,11921269-600e-4ae0-81fe-f2c5a436e919,2026-01-03T02:22:07.573914,siembras,siembra_event,PREPARACION_SUELO,Campo Fernandez,Trigo,42,,2026-01-07T20:26:47.877810
fe763d29-c7c1-4c49-8d60-34c8422cd209,11921269-600e-4ae0-81fe-f2c5a436e919,2026-01-10T02:22:07.573914,siembras,siembra_event,SIEMBRA,Campo Fernandez,Trigo,42,,2026-01-07T20:26:47.877814
41442fc8-9ef8-4fa7-b8e9-c032dd1be9fc,11921269-600e-4ae0-81fe-f2c5a436e919,2026-02-02T02:22:07.573914,siembras,siembra_event,FERTILIZACION,Campo Fernandez,Trigo,42,,2026-01-07T20:26:47.877818
c762171e-9969-49fe-875c-2e130823ec37,11921269-600e-4ae0-81fe-f2c5a436e919,2026-03-04T02:22:07.573914,siembras,siembra_event,PULVERIZACION,Campo Fernandez,Trigo,42,,2026-01-07T20:26:47.877822
720c7cde-bb23-402c-a4b0-f5e1ead5f7cf,11921269-600e-4ae0-81fe-f2c5a436e919,2026-05-03T02:22:07.573914,siembras,siembra_event,COSECHA,Campo Fernandez,Trigo,42,25.0,2026-01-07T20:26:47.877827
d2ebf13e-7121-4403-9dd2-427ce39225d3,d1508620-136a-4001-ac0f-4a528e64d2a8,2026-01-02T01:33:59.154205,siembras,siembra_event,PREPARACION_SUELO,Campo Herrera,Soja,325,,2026-01-07T20:26:47.877858
1cf051c9-9071-47d3-ab15-b037d8d6c470,d1508620-136a-4001-ac0f-4a528e64d2a8,2026-01-09T01:33:59.154205,siembras,siembra_event,SIEMBRA,Campo Herrera,Soja,325,,2026-01-07T20:26:47.877881
b46e40c6-66e6-43d7-8365-dfc05538077f,d1508620-136a-4001-ac0f-4a528e64d2a8,2026-02-01T01:33:59.154205,siembras,siembra_event,FERTILIZACION,Campo Herrera,Soja,325,,2026-01-07T20:26:47.877887
f24fc286-10e6-42c9-8e2a-53ceb79c219b,d1508620-136a-4001-ac0f-4a528e64d2a8,2026-03-03T01:33:59.154205,siembras,siembra_event,PULVERIZACION,Campo Herrera,Soja,325,,2026-01-07T20:26:47.877895
9e2e2b95-c833-4aef-ae70-978e0efe3c13,d1508620-136a-4001-ac0f-4a528e64d2a8,2026-05-02T01:33:59.154205,siembras,siembra_event,COSECHA,Campo Herrera,Soja,325,34.0,2026-01-07T20:26:47.877901
e2098df5-5f7f-4b4e-8c25-20de8471316d,766b0025-f41c-4307-ab04-8299b9881afc,2026-01-02T20:06:28.268924,siembras,siembra_event,PREPARACION_SUELO,Campo Carrizo,Soja,168,,2026-01-07T20:26:47.877942
926f9ae2-3dfb-455c-9400-1ec0929aa65e,766b0025-f41c-4307-ab04-8299b9881afc,2026-01-09T20:06:28.268924,siembras,siembra_event,SIEMBRA,Campo Carrizo,Soja,168,,2026-01-07T20:26:47.877947
e4477a95-fbe6-443d-a843-2dcb41ffccdb,766b0025-f41c-4307-ab04-8299b9881afc,2026-02-01T20:06:28.268924,siembras,siembra_event,FERTILIZACION,Campo Carrizo,Soja,168,,2026-01-07T20:26:47.877951
b072eaae-6844-44fc-a180-e8099debe663,766b0025-f41c-4307-ab04-8299b9881afc,2026-03-03T20:06:28.268924,siembras,siembra_event,PULVERIZACION,Campo Carrizo,Soja,168,,2026-01-07T20:26:47.877958
967a543b-6413-4deb-bb25-435de646f7f9,766b0025-f41c-4307-ab04-8299b9881afc,2026-05-02T20:06:28.268924,siembras,siembra_event,COSECHA,Campo Carrizo,Soja,168,32.0,2026-01-07T20:26:47.877964
f058a88c-79c0-4cf6-b403-bd073b08b944,b8ca04c5-f1ff-4ced-b5c0-ea0f93f449b7,2026-01-05T23:18:20.818623,siembras,siembra_event,PREPARACION_SUELO,Campo Gonzalez,Soja,194,,2026-01-07T20:26:47.878010
bbf07f7f-18f0-4e90-a398-a333c2fe55d7,b8ca04c5-f1ff-4ced-b5c0-ea0f93f449b7,2026-01-12T23:18:20.818623,siembras,siembra_event,SIEMBRA,Campo Gonzalez,Soja,194,,2026-01-07T20:26:47.878015
63e35294-93c3-4e64-8b21-830a04704870,b8ca04c5-f1ff-4ced-b5c0-ea0f93f449b7,2026-02-04T23:18:20.818623,siembras,siembra_event,FERTILIZACION,Campo Gonzalez,Soja,194,,2026-01-07T20:26:47.878019
404507f4-9d46-4c22-8414-5c306573757c,b8ca04c5-f1ff-4ced-b5c0-ea0f93f449b7,2026-03-06T23:18:20.818623,siembras,siembra_event,PULVERIZACION,Campo Gonzalez,Soja,194,,2026-01-07T20:26:47.878023
baf478d8-3349-4deb-9514-e3ee7807e25c,b8ca04c5-f1ff-4ced-b5c0-ea0f93f449b7,2026-05-05T23:18:20.818623,siembras,siembra_event,COSECHA,Campo Gonzalez,Soja,194,39.0,2026-01-07T20:26:47.878028
01175f61-a6aa-451c-bc30-008718daae0b,383e561a-1aa3-4300-83e8-f6dbf55914be,2026-01-06T21:00:38.466395,siembras,siembra_event,PREPARACION_SUELO,Campo Caceres,Soja,191,,2026-01-07T20:26:47.878062
fe2e8270-1c03-42c4-8f1c-4d5925d55505,383e561a-1aa3-4300-83e8-f6dbf55914be,2026-01-13T21:00:38.466395,siembras,siembra_event,SIEMBRA,Campo Caceres,Soja,191,,2026-01-07T20:26:47.878066
2fdfe182-a589-47d7-858e-c233e2583d66,383e561a-1aa3-4300-83e8-f6dbf55914be,2026-02-05T21:00:38.466395,siembras,siembra_event,FERTILIZACION,Campo Caceres,Soja,191,,2026-01-07T20:26:47.878070
a85899b6-e25e-46ff-a96f-1313e8fe0db2,383e561a-1aa3-4300-83e8-f6dbf55914be,2026-03-07T21:00:38.466395,siembras,siembra_event,PULVERIZACION,Campo Caceres,Soja,191,,2026-01-07T20:26:47.878074
e9858a29-3bbf-4ba9-9d5d-8d896acc175f,383e561a-1aa3-4300-83e8-f6dbf55914be,2026-05-06T21:00:38.466395,siembras,siembra_event,COSECHA,Campo Caceres,Soja,191,53.0,2026-01-07T20:26:47.878079
44bc4283-25af-402e-9878-6966104ea822,01daad2b-4d7c-4e42-9d58-b16c6455dfdc,2026-01-02T17:18:32.067882,siembras,siembra_event,PREPARACION_SUELO,Campo Castro,Soja,137,,2026-01-07T20:26:47.878111
12ebf611-35ab-46a1-97bf-a956b56af674,01daad2b-4d7c-4e42-9d58-b16c6455dfdc,2026-01-09T17:18:32.067882,siembras,siembra_event,SIEMBRA,Campo Castro,Soja,137,,2026-01-07T20:26:47.878115
4e7a8533-ebb9-4b79-a7e0-a1bfde74b9d2,01daad2b-4d7c-4e42-9d58-b16c6455dfdc,2026-02-01T17:18:32.067882,siembras,siembra_event,FERTILIZACION,Campo Castro,Soja,137,,2026-01-07T20:26:47.878120
ee3d5dda-91dd-4b96-86d8-942e376369f9,01daad2b-4d7c-4e42-9d58-b16c6455dfdc,2026-03-03T17:18:32.067882,siembras,siembra_event,PULVERIZACION,Campo Castro,Soja,137,,2026-01-07T20:26:47.878123
26ebf027-219a-4fdd-a361-bc912115975c,01daad2b-4d7c-4e42-9d58-b16c6455dfdc,2026-05-02T17:18:32.067882,siembras,siembra_event,COSECHA,Campo Castro,Soja,137,25.0,2026-01-07T20:26:47.878128
e93ea648-2b60-44e1-8a05-6b650a5ac3f0,26c88de2-a488-4fb9-a796-822816b21f75,2026-01-07T14:56:16.048284,siembras,siembra_event,PREPARACION_SUELO,Campo Benitez,Soja,324,,2026-01-07T20:26:47.878165
25e0d1fd-70d3-4134-94ba-a0abece88cb0,26c88de2-a488-4fb9-a796-822816b21f75,2026-01-14T14:56:16.048284,siembras,siembra_event,SIEMBRA,Campo Benitez,Soja,324,,2026-01-07T20:26:47.878170
24e5c072-9fe9-443f-8dc0-cde3dd8a161b,26c88de2-a488-4fb9-a796-822816b21f75,2026-02-06T14:56:16.048284,siembras,siembra_event,FERTILIZACION,Campo Benitez,Soja,324,,2026-01-07T20:26:47.878174
5c293ab2-6af8-4a5d-9383-f0b8b0a255c0,26c88de2-a488-4fb9-a796-822816b21f75,2026-03-08T14:56:16.048284,siembras,siembra_event,PULVERIZACION,Campo Benitez,Soja,324,,2026-01-07T20:26:47.878178
b2b475b0-249f-4266-8ea1-2e1dd1b68716,26c88de2-a488-4fb9-a796-822816b21f75,2026-05-07T14:56:16.048284,siembras,siembra_event,COSECHA,Campo Benitez,Soja,324,47.0,2026-01-07T20:26:47.878187
61b2895a-795f-419c-ac81-97d625bb8d3e,ba0e4a3e-73a8-4bde-a59c-36b1b1c959de,2026-01-05T01:16:00.211393,siembras,siembra_event,PREPARACION_SUELO,Campo Sosa,Girasol,338,,2026-01-07T20:26:47.878219
b4a54348-5c3d-4de3-bffe-53588796a493,ba0e4a3e-73a8-4bde-a59c-36b1b1c959de,2026-01-12T01:16:00.211393,siembras,siembra_event,SIEMBRA,Campo Sosa,Girasol,338,,2026-01-07T20:26:47.878224
dde8249f-edf9-49b2-b541-14071abae178,ba0e4a3e-73a8-4bde-a59c-36b1b1c959de,2026-02-04T01:16:00.211393,siembras,siembra_event,FERTILIZACION,Campo Sosa,Girasol,338,,2026-01-07T20:26:47.878228
bbf9eb53-77aa-4f14-8f84-0866f168a2d0,ba0e4a3e-73a8-4bde-a59c-36b1b1c959de,2026-03-06T01:16:00.211393,siembras,siembra_event,PULVERIZACION,Campo Sosa,Girasol,338,,2026-01-07T20:26:47.878232
2676145f-3e16-45c7-946d-1a36cac00a3d,ba0e4a3e-73a8-4bde-a59c-36b1b1c959de,2026-05-05T01:16:00.211393,siembras,siembra_event,COSECHA,Campo Sosa,Girasol,338,42.0,2026-01-07T20:26:47.878237
610b9edd-979b-41e9-9de3-6ca68c2b8d61,50254b4b-48e9-4bdd-b318-18ce04d25c95,2026-01-01T00:27:10.349829,siembras,siembra_event,PREPARACION_SUELO,Campo Sanchez,Girasol,250,,2026-01-07T20:26:47.878268
233bc0d3-715a-4d4a-8a3e-29062feaed75,50254b4b-48e9-4bdd-b318-18ce04d25c95,2026-01-08T00:27:10.349829,siembras,siembra_event,SIEMBRA,Campo Sanchez,Girasol,250,,2026-01-07T20:26:47.878272
7d2458f3-1b22-4d07-9992-c6facf7f9d86,50254b4b-48e9-4bdd-b318-18ce04d25c95,2026-01-31T00:27:10.349829,siembras,siembra_event,FERTILIZACION,Campo Sanchez,Girasol,250,,2026-01-07T20:26:47.878276
de9572b4-28db-4f80-a5c8-b53b15a4f21a,50254b4b-48e9-4bdd-b318-18ce04d25c95,2026-03-02T00:27:10.349829,siembras,siembra_event,PULVERIZACION,Campo Sanchez,Girasol,250,,2026-01-07T20:26:47.878280
87a1b198-5223-436c-a5d9-19d839314047,50254b4b-48e9-4bdd-b318-18ce04d25c95,2026-05-01T00:27:10.349829,siembras,siembra_event,COSECHA,Campo Sanchez,Girasol,250,35.0,2026-01-07T20:26:47.878285
84f21c09-7715-4822-bb40-d998f56ed6c4,b6253ee3-e502-41e4-beeb-05f8fe1340dc,2026-01-02T08:17:54.041392,siembras,siembra_event,PREPARACION_SUELO,Campo Caceres,Girasol,287,,2026-01-07T20:26:47.878316
489f3421-3e57-460f-81ec-f4aa9d6ecbcc,b6253ee3-e502-41e4-beeb-05f8fe1340dc,2026-01-09T08:17:54.041392,siembras,siembra_event,SIEMBRA,Campo Caceres,Girasol,287,,2026-01-07T20:26:47.878320
174edccf-04c3-429f-af24-a683dd81d0ff,b6253ee3-e502-41e4-beeb-05f8fe1340dc,2026-02-01T08:17:54.041392,siembras,siembra_event,FERTILIZACION,Campo Caceres,Girasol,287,,2026-01-07T20:26:47.878324
8c50e526-a8e5-408b-bcfc-3c3f293a0033,b6253ee3-e502-41e4-beeb-05f8fe1340dc,2026-03-03T08:17:54.041392,siembras,siembra_event,PULVERIZACION,Campo Caceres,Girasol,287,,2026-01-07T20:26:47.878328
1f136433-5b79-4a01-b962-1f5470f00e50,b6253ee3-e502-41e4-beeb-05f8fe1340dc,2026-05-02T08:17:54.041392,siembras,siembra_event,COSECHA,Campo Caceres,Girasol,287,25.0,2026-01-07T20:26:47.878336
ec65f8e1-4377-40a5-ad69-17ed49121e30,27f566c3-3169-4455-b7e9-05f6002717f5,2026-01-06T19:21:02.317984,siembras,siembra_event,PREPARACION_SUELO,Campo Romero,Soja,224,,2026-01-07T20:26:47.878369
2eb61cda-e000-4105-a6a6-15e0f2097129,27f566c3-3169-4455-b7e9-05f6002717f5,2026-01-13T19:21:02.317984,siembras,siembra_event,SIEMBRA,Campo Romero,Soja,224,,2026-01-07T20:26:47.878373
3e53dd43-4338-41d7-ba74-5d80d037b66c,27f566c3-3169-4455-b7e9-05f6002717f5,2026-02-05T19:21:02.317984,siembras,siembra_event,FERTILIZACION,Campo Romero,Soja,224,,2026-01-07T20:26:47.878377
5f4efd8d-d538-41f8-86bc-0e57347eec8d,27f566c3-3169-4455-b7e9-05f6002717f5,2026-03-07T19:21:02.317984,siembras,siembra_event,PULVERIZACION,Campo Romero,Soja,224,,2026-01-07T20:26:47.878381
1775bb0b-a7ac-42c7-884b-1c6083312739,27f566c3-3169-4455-b7e9-05f6002717f5,2026-05-06T19:21:02.317984,siembras,siembra_event,COSECHA,Campo Romero,Soja,224,47.0,2026-01-07T20:26:47.878386
02d64d7a-1564-44c2-9d95-d64923403435,65f504d2-7649-4e54-9189-d8122b30cade,2026-01-01T04:58:23.836679,siembras,siembra_event,PREPARACION_SUELO,Campo Cordoba,Soja,211,,2026-01-07T20:26:47.878418
0f7e974c-f01d-4119-8c06-84b555e90528,65f504d2-7649-4e54-9189-d8122b30cade,2026-01-08T04:58:23.836679,siembras,siembra_event,SIEMBRA,Campo Cordoba,Soja,211,,2026-01-07T20:26:47.878423
9e9dcd0b-79fb-40d9-b7e8-2b90f506b7fe,65f504d2-7649-4e54-9189-d8122b30cade,2026-01-31T04:58:23.836679,siembras,siembra_event,FERTILIZACION,Campo Cordoba,Soja,211,,2026-01-07T20:26:47.878426
2a515918-0e64-4376-ad21-0a44bf868292,65f504d2-7649-4e54-9189-d8122b30cade,2026-03-02T04:58:23.836679,siembras,siembra_event,PULVERIZACION,Campo Cordoba,Soja,211,,2026-01-07T20:26:47.878431
b3560376-e35e-4125-a5e3-37bf244655fe,65f504d2-7649-4e54-9189-d8122b30cade,2026-05-01T04:58:23.836679,siembras,siembra_event,COSECHA,Campo Cordoba,Soja,211,54.0,2026-01-07T20:26:47.878435
88c2609b-45cb-46b0-9f05-f9e22309ea4d,5e532d3d-3931-4d92-9194-3eeedd37996b,2026-01-07T01:45:58.229660,siembras,siembra_event,PREPARACION_SUELO,Campo Rodriguez,Girasol,314,,2026-01-07T20:26:47.878467
af903689-7ea0-40f7-b7cf-fb58185a364e,5e532d3d-3931-4d92-9194-3eeedd37996b,2026-01-14T01:45:58.229660,siembras,siembra_event,SIEMBRA,Campo Rodriguez,Girasol,314,,2026-01-07T20:26:47.878475
54b62649-8c91-480a-9933-29729efa3c95,5e532d3d-3931-4d92-9194-3eeedd37996b,2026-02-06T01:45:58.229660,siembras,siembra_event,FERTILIZACION,Campo Rodriguez,Girasol,314,,2026-01-07T20:26:47.878479
9714f3db-9608-4aff-a35b-45f133a7dc65,5e532d3d-3931-4d92-9194-3eeedd37996b,2026-03-08T01:45:58.229660,siembras,siembra_event,PULVERIZACION,Campo Rodriguez,Girasol,314,,2026-01-07T20:26:47.878483
af5b1ef1-3a68-4e08-95d8-46e0472b13ab,5e532d3d-3931-4d92-9194-3eeedd37996b,2026-05-07T01:45:58.229660,siembras,siembra_event,COSECHA,Campo Rodriguez,Girasol,314,35.0,2026-01-07T20:26:47.878488
81d793e4-61e7-4e57-a2e3-551e84b076f4,3b3c77c1-461b-432c-b086-40a453294870,2026-01-03T23:22:51.917214,siembras,siembra_event,PREPARACION_SUELO,Campo Suarez,Trigo,310,,2026-01-07T20:26:47.878523
df7bb42f-d419-47b0-875e-d00c494aff1d,3b3c77c1-461b-432c-b086-40a453294870,2026-01-10T23:22:51.917214,siembras,siembra_event,SIEMBRA,Campo Suarez,Trigo,310,,2026-01-07T20:26:47.878527
18e0aa81-701b-4dae-abf8-f15762e4936d,3b3c77c1-461b-432c-b086-40a453294870,2026-02-02T23:22:51.917214,siembras,siembra_event,FERTILIZACION,Campo Suarez,Trigo,310,,2026-01-07T20:26:47.878532
8bd2fbf4-71aa-42e8-9a86-ba575b225bcf,3b3c77c1-461b-432c-b086-40a453294870,2026-03-04T23:22:51.917214,siembras,siembra_event,PULVERIZACION,Campo Suarez,Trigo,310,,2026-01-07T20:26:47.878536
f712d8ce-6531-4359-91ea-ff178eb272c5,3b3c77c1-461b-432c-b086-40a453294870,2026-05-03T23:22:51.917214,siembras,siembra_event,COSECHA,Campo Suarez,Trigo,310,55.0,2026-01-07T20:26:47.878540
6bc5f1ca-1405-4a84-a80e-0b844cee15c8,f9eacd8b-af99-4003-8ca3-ac63d45a5805,2026-01-02T23:44:19.492645,siembras,siembra_event,PREPARACION_SUELO,Campo Aguero,Maíz,131,,2026-01-07T20:26:47.878571
15eeda7f-4010-4ba5-bfc6-f91f0894534f,f9eacd8b-af99-4003-8ca3-ac63d45a5805,2026-01-09T23:44:19.492645,siembras,siembra_event,SIEMBRA,Campo Aguero,Maíz,131,,2026-01-07T20:26:47.878576
a5f37a17-9108-452b-b842-f245fa725fcf,f9eacd8b-af99-4003-8ca3-ac63d45a5805,2026-02-01T23:44:19.492645,siembras,siembra_event,FERTILIZACION,Campo Aguero,Maíz,131,,2026-01-07T20:26:47.878580
d3868623-6548-4f96-a5c0-802a299e4a34,f9eacd8b-af99-4003-8ca3-ac63d45a5805,2026-03-03T23:44:19.492645,siembras,siembra_event,PULVERIZACION,Campo Aguero,Maíz,131,,2026-01-07T20:26:47.878584
b4f7b67b-2e84-4c2e-a8f4-fe399251c0e9,f9eacd8b-af99-4003-8ca3-ac63d45a5805,2026-05-02T23:44:19.492645,siembras,siembra_event,COSECHA,Campo Aguero,Maíz,131,31.0,2026-01-07T20:26:47.878588
5cedc3fb-8f2b-4776-943f-deb1d532c095,da67d9c0-624f-450a-9ed3-7132dfe3ca35,2026-01-01T15:02:26.839984,siembras,siembra_event,PREPARACION_SUELO,Campo Gonzalez,Soja,41,,2026-01-07T20:26:47.878618
2a093a05-68d9-4bb0-a60a-b81bb12fdce6,da67d9c0-624f-450a-9ed3-7132dfe3ca35,2026-01-08T15:02:26.839984,siembras,siembra_event,SIEMBRA,Campo Gonzalez,Soja,41,,2026-01-07T20:26:47.878623
dbad4419-9fac-40cc-ba5c-5d0677f00b7e,da67d9c0-624f-450a-9ed3-7132dfe3ca35,2026-01-31T15:02:26.839984,siembras,siembra_event,FERTILIZACION,Campo Gonzalez,Soja,41,,2026-01-07T20:26:47.878627
898365bf-b707-471f-8a5b-405c83461d5b,da67d9c0-624f-450a-9ed3-7132dfe3ca35,2026-03-02T15:02:26.839984,siembras,siembra_event,PULVERIZACION,Campo Gonzalez,Soja,41,,2026-01-07T20:26:47.878631
40aeb725-e28d-4354-b727-0e0f8a58b2d5,da67d9c0-624f-450a-9ed3-7132dfe3ca35,2026-05-01T15:02:26.839984,siembras,siembra_event,COSECHA,Campo Gonzalez,Soja,41,26.0,2026-01-07T20:26:47.878636
8e1f4f8d-f8b9-4e8b-a167-560e2ab6bfd1,a19dd699-57c7-4278-b933-11b1fba89ddb,2026-01-04T02:12:47.988447,siembras,siembra_event,PREPARACION_SUELO,Campo Rojas,Soja,208,,2026-01-07T20:26:47.878666
98ba6c6b-7fe7-47ad-b32d-96fae56726db,a19dd699-57c7-4278-b933-11b1fba89ddb,2026-01-11T02:12:47.988447,siembras,siembra_event,SIEMBRA,Campo Rojas,Soja,208,,2026-01-07T20:26:47.878671
e74c0e9b-4819-466e-8930-20a836cd16e9,a19dd699-57c7-4278-b933-11b1fba89ddb,2026-02-03T02:12:47.988447,siembras,siembra_event,FERTILIZACION,Campo Rojas,Soja,208,,2026-01-07T20:26:47.878675
1deb7e72-a396-46ba-8e6d-625b81dfdd00,a19dd699-57c7-4278-b933-11b1fba89ddb,2026-03-05T02:12:47.988447,siembras,siembra_event,PULVERIZACION,Campo Rojas,Soja,208,,2026-01-07T20:26:47.878679
93d9dbaa-b3ec-4ec7-9668-8ebace396311,a19dd699-57c7-4278-b933-11b1fba89ddb,2026-05-04T02:12:47.988447,siembras,siembra_event,COSECHA,Campo Rojas,Soja,208,47.0,2026-01-07T20:26:47.878683
ddbf13a4-afde-463d-bd42-52494c11139a,c5a487e0-355d-4346-9ec4-dcc27ed42d20,2026-01-07T02:02:06.149835,siembras,siembra_event,PREPARACION_SUELO,Campo Soto,Girasol,341,,2026-01-07T20:26:47.878717
289d1f39-dcf2-4e15-b576-50ba4dae1ffe,c5a487e0-355d-4346-9ec4-dcc27ed42d20,2026-01-14T02:02:06.149835,siembras,siembra_event,SIEMBRA,Campo Soto,Girasol,341,,2026-01-07T20:26:47.878725
f343eae1-aa3d-4c1f-bbfc-9978a16bbf61,c5a487e0-355d-4346-9ec4-dcc27ed42d20,2026-02-06T02:02:06.149835,siembras,siembra_event,FERTILIZACION,Campo Soto,Girasol,341,,2026-01-07T20:26:47.878729
2a105088-2d5b-48f7-8343-baad3f5be6fb,c5a487e0-355d-4346-9ec4-dcc27ed42d20,2026-03-08T02:02:06.149835,siembras,siembra_event,PULVERIZACION,Campo Soto,Girasol,341,,2026-01-07T20:26:47.878733
714a45d4-7132-4cab-911f-9f6879664ba4,c5a487e0-355d-4346-9ec4-dcc27ed42d20,2026-05-07T02:02:06.149835,siembras,siembra_event,COSECHA,Campo Soto,Girasol,341,53.0,2026-01-07T20:26:47.878738
1dc8a8cb-7cae-4631-aef3-8dd08667df57,71b02072-48d9-4ce9-9a6e-a9fa81410049,2026-01-05T19:54:27.549167,siembras,siembra_event,PREPARACION_SUELO,Campo Pereyra,Maíz,272,,2026-01-07T20:26:47.878769
372bebbb-6ac5-49f5-b4e8-26e452489c30,71b02072-48d9-4ce9-9a6e-a9fa81410049,2026-01-12T19:54:27.549167,siembras,siembra_event,SIEMBRA,Campo Pereyra,Maíz,272,,2026-01-07T20:26:47.878773
68c33b02-e976-4ef7-8eda-e583f404b923,71b02072-48d9-4ce9-9a6e-a9fa81410049,2026-02-04T19:54:27.549167,siembras,siembra_event,FERTILIZACION,Campo Pereyra,Maíz,272,,2026-01-07T20:26:47.878777
67b0f243-58da-4a9f-8094-afff725374c0,71b02072-48d9-4ce9-9a6e-a9fa81410049,2026-03-06T19:54:27.549167,siembras,siembra_event,PULVERIZACION,Campo Pereyra,Maíz,272,,2026-01-07T20:26:47.878781
e4603824-d483-46bd-8c8f-6b07bd0ac322,71b02072-48d9-4ce9-9a6e-a9fa81410049,2026-05-05T19:54:27.549167,siembras,siembra_event,COSECHA,Campo Pereyra,Maíz,272,31.0,2026-01-07T20:26:47.878786
df98d3b5-4145-4b36-ad08-3f3df44479b2,9edf846e-578a-4a5e-b2b9-aae9b7c76059,2026-01-02T12:42:00.856986,siembras,siembra_event,PREPARACION_SUELO,Campo Gonzalez,Maíz,333,,2026-01-07T20:26:47.878816
eebb07ce-c280-4486-b616-864755dbb974,9edf846e-578a-4a5e-b2b9-aae9b7c76059,2026-01-09T12:42:00.856986,siembras,siembra_event,SIEMBRA,Campo Gonzalez,Maíz,333,,2026-01-07T20:26:47.878821
6eecc335-d5b5-4e2a-b0bd-89f8a91f8d9c,9edf846e-578a-4a5e-b2b9-aae9b7c76059,2026-02-01T12:42:00.856986,siembras,siembra_event,FERTILIZACION,Campo Gonzalez,Maíz,333,,2026-01-07T20:26:47.878825
1da16f35-f137-41fc-af5a-5989ae99745e,9edf846e-578a-4a5e-b2b9-aae9b7c76059,2026-03-03T12:42:00.856986,siembras,siembra_event,PULVERIZACION,Campo Gonzalez,Maíz,333,,2026-01-07T20:26:47.878829
93b33a01-4cb3-41c2-b2ec-4b9465405040,9edf846e-578a-4a5e-b2b9-aae9b7c76059,2026-05-02T12:42:00.856986,siembras,siembra_event,COSECHA,Campo Gonzalez,Maíz,333,34.0,2026-01-07T20:26:47.878833
f788c170-43b7-4aa8-b1aa-a7566594010c,76e2303f-653d-4967-82bc-d34cbc3b007f,2026-01-05T18:06:54.539768,siembras,siembra_event,PREPARACION_SUELO,Campo Maldonado,Trigo,103,,2026-01-07T20:26:47.878902
849f7ff9-5c7a-4a11-81d2-77b591b2dd48,76e2303f-653d-4967-82bc-d34cbc3b007f,2026-01-12T18:06:54.539768,siembras,siembra_event,SIEMBRA,Campo Maldonado,Trigo,103,,2026-01-07T20:26:47.878907
de2d6adf-5b65-4257-9025-4e7e7b536ddc,76e2303f-653d-4967-82bc-d34cbc3b007f,2026-02-04T18:06:54.539768,siembras,siembra_event,FERTILIZACION,Campo Maldonado,Trigo,103,,2026-01-07T20:26:47.878911
be75432f-2e78-4705-b073-eed518fd49e2,76e2303f-653d-4967-82bc-d34cbc3b007f,2026-03-06T18:06:54.539768,siembras,siembra_event,PULVERIZACION,Campo Maldonado,Trigo,103,,2026-01-07T20:26:47.878915
cb0d7376-8e94-4532-b7dc-9db98e781f81,76e2303f-653d-4967-82bc-d34cbc3b007f,2026-05-05T18:06:54.539768,siembras,siembra_event,COSECHA,Campo Maldonado,Trigo,103,42.0,2026-01-07T20:26:47.878920
9ac01b1a-0f1b-497d-9d1b-7a18b46fbf23,14f89652-6de0-4b9b-a30c-74e92bcb59d0,2026-01-02T03:23:28.515148,siembras,siembra_event,PREPARACION_SUELO,Campo Vera,Maíz,248,,2026-01-07T20:26:47.878955
144b2e76-6622-4b59-be61-bfe415d807b9,14f89652-6de0-4b9b-a30c-74e92bcb59d0,2026-01-09T03:23:28.515148,siembras,siembra_event,SIEMBRA,Campo Vera,Maíz,248,,2026-01-07T20:26:47.878960
a434688a-d9fa-4754-adc9-a91ad607049b,14f89652-6de0-4b9b-a30c-74e92bcb59d0,2026-02-01T03:23:28.515148,siembras,siembra_event,FERTILIZACION,Campo Vera,Maíz,248,,2026-01-07T20:26:47.878964
2d6effb5-4d36-4c4d-97b8-764c9c585ea4,14f89652-6de0-4b9b-a30c-74e92bcb59d0,2026-03-03T03:23:28.515148,siembras,siembra_event,PULVERIZACION,Campo Vera,Maíz,248,,2026-01-07T20:26:47.878967
b29eb40e-cd03-472b-bb7b-1af8b6c59cde,14f89652-6de0-4b9b-a30c-74e92bcb59d0,2026-05-02T03:23:28.515148,siembras,siembra_event,COSECHA,Campo Vera,Maíz,248,26.0,2026-01-07T20:26:47.878972
31d5e08f-de66-4001-8dad-737bcae6efdd,94114fa7-9178-4c6d-99af-8f8921aa132f,2026-01-03T11:40:32.348659,siembras,siembra_event,PREPARACION_SUELO,Campo Luna,Trigo,189,,2026-01-07T20:26:47.879005
ebde58bf-ea22-4321-9311-325a1bdd938f,94114fa7-9178-4c6d-99af-8f8921aa132f,2026-01-10T11:40:32.348659,siembras,siembra_event,SIEMBRA,Campo Luna,Trigo,189,,2026-01-07T20:26:47.879009
77ac305c-94b6-4a24-8363-642a43d52a22,94114fa7-9178-4c6d-99af-8f8921aa132f,2026-02-02T11:40:32.348659,siembras,siembra_event,FERTILIZACION,Campo Luna,Trigo,189,,2026-01-07T20:26:47.879018
